iD	systemName	x	y	size	Owner String	Owner	Original Owner	Current Owner	Factories	World Type (Industrial)	World Type (Political)	SearchString1	SearchString2	Label	Fort 1 Count	Fort 1 Type	Fort 2 Count	Fort 2 Type	Fort 3 Count	Fort 3 Type	Fort 4 Count	Fort 4 Type	Fort 5 Count	Fort 5 Type	Fort String	Fort Supply	Training Center	RP
1867	Nichol's Rest	-265.873	69.612	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1868	Nightwish	-446.895	4.260	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1869	Nihal	43.933	-310.771	1,1,0	CC,Sian Commonality,Region 8	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1870	Niihau	-237.585	-79.925	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1871	Niles	398.587	119.892	1,1,0	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1872	Ningpo	54.279	-66.743	1,1,0	CC,Tikonov Commonality,Region 10	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1873	Ningxia	314.874	313.336	1,1,0	DC,Pesht Military District,Ningxia Prefecture,Minor Capital	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1874	Niomede	-0.273	-349.524	1,1,0	CC,Sian Commonality,Region 7	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1875	Niops	-374.013	-263.173	1,1,0	I	I	Independent	Independent		Other	Other	IndependentOther	IndependentOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1876	Niquinohomo	407.636	-226.723	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1877	Nirasaki	34.378	19.339	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1878	Nis	249.839	-187.993	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1879	Nito	-557.011	226.976	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1880	Nizina	309.671	-228.311	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1881	No Return	56.332	-177.360	1,1,0	CC,Capella Commonality,Region 3	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1882	Noatak	330.860	-213.841	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1883	Nobel	-166.405	-426.654	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1884	Nockatunga	-289.027	-54.076	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1885	Nogales	269.688	-218.378	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1886	Noh-wan Hohm	155.019	-178.376	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1887	Noisiel	-308.362	148.073	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1888	Non Diz	146.985	-369.067	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1889	Nopah	57.123	-33.649	1,1,0	FS,Draconis March,Robinson Operational Area,Addicks PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1890	Norfolk	-221.827	-179.941	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1891	Norman's World	330.482	-353.598	1,1,0	TC,Perdition Union	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1892	Norn	-54.816	395.970	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1893	Northfield	279.421	-75.525	1,1,0	FS,Crucis March,Markesan Operational Area,Kestrel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1894	Northsun	503.506	213.818	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1895	Northwind	34.118	-2.891	1,1,0	FS,Draconis March,Robinson Operational Area,Addicks PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1896	Notwina	294.932	-193.916	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1897	Nouasseur	-351.270	262.321	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1898	Nouveau Toulouse	284.343	60.729	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1899	Nova Roma	-83.252	-133.950	1,1,0	FWL,The Protectorate	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1900	Novara	-366.330	115.646	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1901	Novaya Zemlya	180.681	-183.311	1,1,0	FS,Capellan March,Kathil Operational Area,Kathil PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1902	Novo Franklin	667.892	61.542	1,1,0	I	I	Independent	Independent		Other	Other	IndependentOther	IndependentOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1903	Novo Tressida	-172.349	-493.212	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1904	Nowhere	369.120	403.203	1,1,0	DC,Pesht Military District,Qandahar Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1905	Nox	13.177	239.832	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1906	Nuelson Minor	-345.717	171.896	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1907	Nukus	-2.093	-320.600	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1908	Nullarbor	-158.491	-250.314	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1909	Numenor	283.820	-107.590	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1910	Numki	49.098	201.061	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1911	Nuneaton	-335.520	141.867	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1912	Nunivak	322.070	-188.264	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1913	Nusakan	-34.772	43.290	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1914	Nyasa	-413.731	394.298	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1915	Nykvarn	123.295	388.723	1,1,0	DC,Rasalhague Military District,Trondheim Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1916	Oberon	-111.419	473.251	1,1,0	OC,Faction Capital	OC	Oberon Confederation	Oberon Confederation		Other	Other	Oberon ConfederationOther	Oberon ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1917	Obrenovac	-187.432	-335.553	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1918	Oceana	-96.423	-108.084	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1919	Odabasi	71.079	213.725	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1920	Odawara	235.801	265.691	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1921	Odell	250.477	-97.499	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1922	Odessa	-120.727	185.545	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1923	O'Fallon	313.545	-83.285	1,1,0	FS,Crucis March,Markesan Operational Area,Kestrel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1924	Offerman	573.321	-52.260	1,1,0	FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1925	Ogano	82.973	211.138	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1926	Ogilvie	195.764	-232.045	1,1,0	FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1927	Ohrensen	-16.290	-121.760	1,1,0	FWL,Ohren Province	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1928	Okains	241.171	-268.649	1,1,0	FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1929	Okaya	108.911	38.039	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1930	Okefenokee	606.925	-67.511	1,1,0	FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1931	Olafsvik	-176.532	-239.114	1,1,0	FWL,Regulan Free States	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1932	Olancha	167.241	-6.510	1,1,0	FS,Draconis March,Robinson Operational Area,Kentares PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1933	Old Canton	393.593	260.655	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1934	Old Kentucky	2.063	-141.685	1,1,0	CC,Sarna Commonality,Region 6	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1935	Oldsmith	306.330	88.669	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1936	Oli	136.498	-151.263	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1937	Oligar	89.777	-270.835	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1938	Olindo	463.209	-234.754	1,1,0	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1939	Oliver	-31.803	-7.025	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League	1	Minor Industrial	Other	Free Worlds LeagueMinor Industrial	Free Worlds LeagueOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
1940	Oltepesi	252.540	-276.680	1,1,0	FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1941	Omagh	152.760	211.396	1,1,0	DC,Benjamin Military District,Xinyang Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1942	Onverwacht	679.529	157.619	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1943	Oporto	-449.954	307.611	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1944	Orbisonia	150.173	-155.163	1,1,0	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1945	Ordino	42.016	-362.735	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1946	Orestes	-26.121	167.591	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1947	Organo	355.767	-347.000	1,1,0	TC	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1948	Oriente	-76.278	-211.423	1,1,0	FWL,Duchy of Oriente,Major Capital	FWL	Free Worlds League	Free Worlds League		Other	Regional Capital	Free Worlds LeagueOther	Free Worlds LeagueRegional Capital	Regional Capital	1	Capital-3	1	Standard-2	0	None	0	None	0	None	1 Capital-3, 1 Standard-2	10	No Center	40
1949	Orkney	-48.602	234.925	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1950	Ormal	420.005	-68.215	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1951	Ormstown	-438.887	193.565	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1952	Oshika	239.151	176.676	1,1,0	DC,Galedon Military District,Oshika Prefecture,Minor Capital	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1953	Osmus Saar	149.400	173.921	1,1,0	DC,Benjamin Military District,Benjamin Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1954	Osset	458.470	227.929	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1955	Osumi	74.109	138.808	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1956	Otho	78.418	176.289	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1957	Otisberg	-486.472	125.070	1,1,0	I	I	Independent	Independent		Other	Other	IndependentOther	IndependentOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
